,Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,average,normalized_close,rsi
0,2024-01-01 00:00:00,2281.87,2297.18,2281.27,2295.51,10771.91830000,2024-01-01 00:59:59.999,24687569.06881400,24867,5841.59060000,13386144.43192900,0,2288.9575,1.0,
1,2024-01-01 01:00:00,2295.52,2306.6,2292.9,2303.72,8413.42600000,2024-01-01 01:59:59.999,19362274.43096700,20299,4784.81510000,11010598.51343300,0,2299.685,1.0035765472596503,100.0
2,2024-01-01 02:00:00,2303.72,2304.72,2291.2,2293.02,5808.25330000,2024-01-01 02:59:59.999,13343416.03375900,16125,2681.12980000,6158898.71062700,0,2298.165,0.9989152737300206,43.4161819143302
3,2024-01-01 03:00:00,2293.03,2294.5,2271.0,2273.81,10745.73600000,2024-01-01 03:59:59.999,24519619.34635500,25873,4513.53190000,10292961.09799900,0,2283.085,0.990546763028695,21.537250786987684
4,2024-01-01 04:00:00,2273.8,2279.86,2265.24,2279.55,9681.57620000,2024-01-01 04:59:59.999,22012912.48168900,26019,4588.69800000,10435044.37363100,0,2274.6125,0.9930472966791694,31.805745554035397
5,2024-01-01 05:00:00,2279.54,2283.36,2272.62,2275.89,6705.11650000,2024-01-01 05:59:59.999,15280361.40557700,18317,3817.40990000,8700957.41009800,0,2277.8525,0.9914528797522117,29.356060606060225
6,2024-01-01 06:00:00,2275.89,2283.31,2274.16,2281.9,6056.63190000,2024-01-01 06:59:59.999,13797870.47771900,15739,2992.78180000,6818092.27896000,0,2278.815,0.9940710343235272,37.2875023351391
7,2024-01-01 07:00:00,2281.9,2287.88,2281.51,2284.67,5664.18870000,2024-01-01 07:59:59.999,12940600.35396700,15377,3130.81040000,7152583.40058000,0,2283.9900000000002,0.995277737844749,40.37300177619884
8,2024-01-01 08:00:00,2284.68,2287.38,2280.0,2287.01,5571.19350000,2024-01-01 08:59:59.999,12722726.74658700,15895,2533.71880000,5786936.38574900,0,2284.7675,0.9962971191587054,42.75238744884042
9,2024-01-01 09:00:00,2287.01,2300.0,2287.0,2299.8,8083.26200000,2024-01-01 09:59:59.999,18538201.69472600,22171,4591.86670000,10530381.62134400,0,2293.4525000000003,1.0018688657422534,53.00293994120114
10,2024-01-01 10:00:00,2299.8,2303.0,2297.4,2302.04,8188.77410000,2024-01-01 10:59:59.999,18837698.66775900,19031,4246.22590000,9767749.58793800,0,2300.5600000000004,1.0028446837521945,54.43192615718728
11,2024-01-01 11:00:00,2302.04,2305.05,2299.0,2304.47,6050.87960000,2024-01-01 11:59:59.999,13930035.66585700,16550,2849.51420000,6560252.50647400,0,2302.64,1.0039032720397645,55.8869908015766
12,2024-01-01 12:00:00,2304.47,2307.24,2299.04,2299.43,7257.23790000,2024-01-01 12:59:59.999,16714387.36887800,18997,3493.22740000,8046145.74039600,0,2302.5449999999996,1.0017076815173969,52.41557801331009
13,2024-01-01 13:00:00,2299.42,2308.2,2298.07,2304.16,5288.82240000,2024-01-01 13:59:59.999,12187056.12840400,17034,2732.45320000,6297226.81880800,0,2302.4625,1.0037682257973173,55.03668335856507
14,2024-01-01 14:00:00,2304.16,2305.11,2294.84,2300.99,7316.25750000,2024-01-01 14:59:59.999,16829519.02889300,21564,3366.30940000,7743561.36271200,0,2301.275,1.0023872690600344,53.07726864330614
15,2024-01-01 15:00:00,2300.99,2318.34,2299.2,2314.7,12303.53440000,2024-01-01 15:59:59.999,28415498.71598800,29378,7078.29940000,16347126.02675900,0,2308.3075,1.0083597980405223,55.807065792257234
16,2024-01-01 16:00:00,2314.69,2319.55,2306.53,2309.89,11755.18640000,2024-01-01 16:59:59.999,27186426.41031700,28181,5635.84930000,13034471.02529100,0,2312.665,1.00626440311739,59.5149464184996
17,2024-01-01 17:00:00,2309.89,2317.09,2306.48,2313.76,8560.82410000,2024-01-01 17:59:59.999,19798995.04875400,20113,4454.79000000,10301840.84589900,0,2311.805,1.0079503029827794,77.24730596098745
18,2024-01-01 18:00:00,2313.77,2331.77,2313.76,2326.9,15349.35430000,2024-01-01 18:59:59.999,35700904.19573000,34794,8728.14710000,20295987.12008900,0,2321.55,1.0136745211303806,79.33341593358917
19,2024-01-01 19:00:00,2326.9,2340.98,2322.0,2337.26,11136.88780000,2024-01-01 19:59:59.999,25965660.95965800,28688,5996.74720000,13982839.20067700,0,2331.785,1.0181876794263585,85.10467909850139
20,2024-01-01 20:00:00,2337.27,2348.78,2335.25,2340.98,17493.03770000,2024-01-01 20:59:59.999,40981127.12594800,33627,8861.03060000,20756885.26574700,0,2340.57,1.0198082343357249,84.70394736842105
21,2024-01-01 21:00:00,2340.98,2346.55,2332.2,2337.83,10238.96740000,2024-01-01 21:59:59.999,23955712.67492300,21162,5181.37170000,12123770.58613200,0,2339.3900000000003,1.018435990259245,81.08771929824553
22,2024-01-01 22:00:00,2337.83,2339.1,2323.66,2334.21,6444.25830000,2024-01-01 22:59:59.999,15025206.37717500,17545,2961.44530000,6905251.84620800,0,2333.7,1.0168589986538938,77.19520626872549
23,2024-01-01 23:00:00,2334.22,2352.37,2334.17,2352.04,11817.36710000,2024-01-01 23:59:59.999,27717439.20436200,29324,7312.67330000,17152869.24276500,0,2343.2,1.0246263357598093,78.44696144630797
24,2024-01-02 00:00:00,2352.05,2391.43,2346.95,2387.58,40687.46460000,2024-01-02 00:59:59.999,96461701.28494800,87296,21583.94500000,51166230.32574400,0,2369.5024999999996,1.0401087340068218,84.18318414322252
25,2024-01-02 01:00:00,2387.59,2397.56,2370.38,2378.08,29424.42370000,2024-01-02 01:59:59.999,70155558.19773400,60378,13150.57050000,31354012.57031200,0,2383.4025,1.035970220125375,77.84249943263488
26,2024-01-02 02:00:00,2378.09,2382.96,2373.65,2382.95,13292.51470000,2024-01-02 02:59:59.999,31623459.16202600,27684,5972.49800000,14208526.53135500,0,2379.4125000000004,1.0380917530309166,81.63157097409483
27,2024-01-02 03:00:00,2382.96,2388.61,2371.47,2386.43,16262.09740000,2024-01-02 03:59:59.999,38697436.10506700,34356,7971.94370000,18973023.93058700,0,2382.3675,1.0396077560106467,81.4559914353445
28,2024-01-02 04:00:00,2386.42,2390.44,2378.58,2387.66,12124.33360000,2024-01-02 04:59:59.999,28902517.92170500,27941,6049.08230000,14420294.44576000,0,2385.775,1.040143584650034,83.6373515485524
29,2024-01-02 05:00:00,2387.66,2392.4,2377.18,2377.48,14852.31420000,2024-01-02 05:59:59.999,35433612.79644900,27168,7926.42670000,18909256.74153800,0,2383.68,1.0357088403012837,75.05187549880301
30,2024-01-02 06:00:00,2377.47,2383.68,2373.86,2373.86,10223.55510000,2024-01-02 06:59:59.999,24317745.72462800,23255,4274.06570000,10165931.08620500,0,2377.2175,1.0341318486959326,75.77149303037645
31,2024-01-02 07:00:00,2373.86,2388.93,2373.69,2385.84,13341.45570000,2024-01-02 07:59:59.999,31776856.39766000,30222,7057.27440000,16808686.21390800,0,2380.58,1.039350732516957,77.25760096808361
32,2024-01-02 08:00:00,2385.84,2431.3,2380.09,2426.49,48568.82070000,2024-01-02 08:59:59.999,117260205.48953200,91595,26917.76730000,64966924.89415700,0,2405.9300000000003,1.0570592155991476,81.1744819382709
33,2024-01-02 09:00:00,2426.49,2428.43,2411.74,2413.77,21469.83890000,2024-01-02 09:59:59.999,51968471.36285000,46737,10000.42810000,24206661.68157300,0,2420.1075,1.0515179633284106,73.60108581652179
